0. camidx = 0, ptidx = 0, projections: x = 1597.07, y = 473.37.
15673. camidx = 8, ptidx = 4075, projections: x = 3.85998, y = -2.22998.
15674. camidx = 5, ptidx = 4076, projections: x = 525.1, y = 849.59.
15675. camidx = 8, ptidx = 4076, projections: x = -506.1, y = 505.
15676. camidx = 5, ptidx = 4077, projections: x = 462.61, y = 874.67.
15677. camidx = 8, ptidx = 4077, projections: x = -629.84, y = 600.11.
15678. camidx = 5, ptidx = 4078, projections: x = 522.77, y = 882.4.
15679. camidx = 8, ptidx = 4078, projections: x = -504.17, y = 562.14.
15680. camidx = 5, ptidx = 4079, projections: x = -843.22, y = 399.62.
15681. camidx = 7, ptidx = 4079, projections: x = -1026.78, y = 245.52.
15682. camidx = 14, ptidx = 4079, projections: x = -164.78, y = 192.66.
15683. camidx = 16, ptidx = 4079, projections: x = -545.34, y = 249.8.
15684. camidx = 5, ptidx = 4080, projections: x = 714.31, y = 742.76.
15685. camidx = 8, ptidx = 4080, projections: x = -161.66, y = 206.27.
15686. camidx = 5, ptidx = 4081, projections: x = 769.25, y = 753.04.
15687. camidx = 8, ptidx = 4081, projections: x = -60.38, y = 201.66.
15688. camidx = 5, ptidx = 4082, projections: x = 340.36, y = 820.02.
15689. camidx = 7, ptidx = 4082, projections: x = 170.58, y = 467.65.
15690. camidx = 9, ptidx = 4082, projections: x = -407.53, y = 374.21.
15691. camidx = 10, ptidx = 4082, projections: x = -305.02, y = -271.09.
15692. camidx = 5, ptidx = 4083, projections: x = 116.68, y = 895.27.
15693. camidx = 7, ptidx = 4083, projections: x = -86.77, y = 589.38.
15694. camidx = 14, ptidx = 4083, projections: x = 395.88, y = 366.05.
15695. camidx = 16, ptidx = 4083, projections: x = 183.46, y = 529.32.
15696. camidx = 18, ptidx = 4083, projections: x = -758.27, y = 228.01.
15697. camidx = 5, ptidx = 4084, projections: x = 415.8, y = 932.84.
15698. camidx = 8, ptidx = 4084, projections: x = -707.92, y = 733.09.
15699. camidx = 5, ptidx = 4085, projections: x = 822.31, y = 651.58.
15700. camidx = 8, ptidx = 4085, projections: x = 12.07, y = -12.6.
15701. camidx = 5, ptidx = 4086, projections: x = 827.56, y = 657.22.
15702. camidx = 8, ptidx = 4086, projections: x = 20.85, y = -4.17999.
15703. camidx = 5, ptidx = 4087, projections: x = 689.27, y = 666.18.
15704. camidx = 8, ptidx = 4087, projections: x = -228.3, y = 69.52.
15705. camidx = 5, ptidx = 4088, projections: x = 296.92, y = 886.5.
15706. camidx = 6, ptidx = 4088, projections: x = -753.04, y = 566.26.
15707. camidx = 8, ptidx = 4088, projections: x = -986.82, y = 708.87.
15708. camidx = 5, ptidx = 4089, projections: x = 725.57, y = 628.69.
15709. camidx = 8, ptidx = 4089, projections: x = -169.04, y = -19.53.
15710. camidx = 5, ptidx = 4090, projections: x = 707.46, y = 632.91.
15711. camidx = 8, ptidx = 4090, projections: x = -202.83, y = -3.95001.
15712. camidx = 5, ptidx = 4091, projections: x = 678.95, y = 651.51.
15713. camidx = 8, ptidx = 4091, projections: x = -252.53, y = 43.73.
15714. camidx = 5, ptidx = 4092, projections: x = 723.34, y = 749.48.
15715. camidx = 8, ptidx = 4092, projections: x = -145, y = 215.81.
15716. camidx = 5, ptidx = 4093, projections: x = 338.02, y = 866.35.
15717. camidx = 8, ptidx = 4093, projections: x = -903.22, y = 648.37.
15718. camidx = 5, ptidx = 4094, projections: x = 553.35, y = 867.59.
15719. camidx = 8, ptidx = 4094, projections: x = -443.44, y = 504.95.
15720. camidx = 5, ptidx = 4095, projections: x = 381.67, y = 882.44.
15721. camidx = 8, ptidx = 4095, projections: x = -802.99, y = 660.46.
15722. camidx = 5, ptidx = 4096, projections: x = 817.02, y = 642.28.
15723. camidx = 8, ptidx = 4096, projections: x = -0.0599976, y = -26.79.
15724. camidx = 5, ptidx = 4097, projections: x = 797.59, y = 681.98.
15725. camidx = 8, ptidx = 4097, projections: x = -26.01, y = 55.62.
15726. camidx = 5, ptidx = 4098, projections: x = 751.32, y = 709.8.
15727. camidx = 8, ptidx = 4098, projections: x = -101.46, y = 127.56.
15728. camidx = 5, ptidx = 4099, projections: x = 751.32, y = 709.8.
15729. camidx = 8, ptidx = 4099, projections: x = -101.46, y = 127.56.
15730. camidx = 5, ptidx = 4100, projections: x = 756.02, y = 714.66.
15731. camidx = 8, ptidx = 4100, projections: x = -92.75, y = 135.15.
15732. camidx = 5, ptidx = 4101, projections: x = 747.6, y = 762.96.
15733. camidx = 8, ptidx = 4101, projections: x = -97.32, y = 227.66.
15734. camidx = 5, ptidx = 4102, projections: x = 761.69, y = 780.36.
15735. camidx = 8, ptidx = 4102, projections: x = -66.78, y = 257.57.
15736. camidx = 5, ptidx = 4103, projections: x = 449.23, y = 789.31.
15737. camidx = 8, ptidx = 4103, projections: x = -686.92, y = 436.9.
15738. camidx = 5, ptidx = 4104, projections: x = 750.59, y = 793.18.
15739. camidx = 8, ptidx = 4104, projections: x = -84.01, y = 286.93.
15740. camidx = 5, ptidx = 4105, projections: x = 752.87, y = 802.16.
15741. camidx = 8, ptidx = 4105, projections: x = -77.03, y = 303.56.
15742. camidx = 5, ptidx = 4106, projections: x = 752.87, y = 802.16.
15743. camidx = 8, ptidx = 4106, projections: x = -77.03, y = 303.56.
15744. camidx = 5, ptidx = 4107, projections: x = 682.31, y = 830.67.
15745. camidx = 8, ptidx = 4107, projections: x = -201.41, y = 393.51.
15746. camidx = 5, ptidx = 4108, projections: x = 689.02, y = 840.34.
15747. camidx = 8, ptidx = 4108, projections: x = -185.3, y = 408.4.
15748. camidx = 5, ptidx = 4109, projections: x = 388.53, y = 841.8.
15749. camidx = 8, ptidx = 4109, projections: x = -799.72, y = 573.52.
15750. camidx = 5, ptidx = 4110, projections: x = 453.05, y = 854.19.
15751. camidx = 8, ptidx = 4110, projections: x = -657.91, y = 566.85.
15752. camidx = 5, ptidx = 4111, projections: x = 411.83, y = 856.47.
15753. camidx = 8, ptidx = 4111, projections: x = -745.44, y = 592.99.
15754. camidx = 5, ptidx = 4112, projections: x = 415.93, y = 859.77.
15755. camidx = 8, ptidx = 4112, projections: x = -735.8, y = 598.48.
15756. camidx = 5, ptidx = 4113, projections: x = 410.19, y = 866.27.
15757. camidx = 8, ptidx = 4113, projections: x = -745.57, y = 614.31.
15758. camidx = 5, ptidx = 4114, projections: x = 699.65, y = 873.95.
15759. camidx = 7, ptidx = 4114, projections: x = 379.63, y = 475.43.
15760. camidx = 12, ptidx = 4114, projections: x = -751.82, y = -348.25.
15761. camidx = 13, ptidx = 4114, projections: x = -1387.29, y = 1038.14.
15762. camidx = 5, ptidx = 4115, projections: x = 701.62, y = 877.59.
15763. camidx = 7, ptidx = 4115, projections: x = 382.93, y = 478.36.
15764. camidx = 8, ptidx = 4115, projections: x = -157.82, y = 458.82.
15765. camidx = 5, ptidx = 4116, projections: x = 457.44, y = 919.02.
15766. camidx = 8, ptidx = 4116, projections: x = -626.6, y = 693.24.
15767. camidx = 5, ptidx = 4117, projections: x = 119.44, y = 954.41.
15768. camidx = 7, ptidx = 4117, projections: x = -86.53, y = 646.56.
15769. camidx = 10, ptidx = 4117, projections: x = -555.97, y = -106.62.
15770. camidx = 12, ptidx = 4117, projections: x = -1212.75, y = -171.2.
15771. camidx = 16, ptidx = 4117, projections: x = 182.36, y = 570.16.
15772. camidx = 5, ptidx = 4118, projections: x = 821.02, y = 652.82.
15773. camidx = 8, ptidx = 4118, projections: x = 8.77002, y = -9.28998.
15774. camidx = 5, ptidx = 4119, projections: x = 794.48, y = 683.83.
15775. camidx = 8, ptidx = 4119, projections: x = -31.86, y = 60.97.
15776. camidx = 5, ptidx = 4120, projections: x = 836.06, y = 690.23.
15777. camidx = 8, ptidx = 4120, projections: x = 40.71, y = 52.14.
15778. camidx = 5, ptidx = 4121, projections: x = 733.64, y = 728.6.
15779. camidx = 8, ptidx = 4121, projections: x = -130.52, y = 172.91.
15780. camidx = 5, ptidx = 4122, projections: x = 763.83, y = 787.92.
15781. camidx = 8, ptidx = 4122, projections: x = -60.86, y = 271.08.
15782. camidx = 5, ptidx = 4123, projections: x = 367.86, y = 869.25.
15783. camidx = 8, ptidx = 4123, projections: x = -837.4, y = 641.89.
15784. camidx = 6, ptidx = 4124, projections: x = -699.7, y = 442.51.
15785. camidx = 8, ptidx = 4124, projections: x = -923.08, y = 577.33.
15786. camidx = 6, ptidx = 4125, projections: x = 950.9, y = -217.89.
15787. camidx = 8, ptidx = 4125, projections: x = 936.45, y = -74.19.
15788. camidx = 6, ptidx = 4126, projections: x = 920.02, y = -186.97.
15789. camidx = 7, ptidx = 4126, projections: x = 938.84, y = 215.46.
15790. camidx = 16, ptidx = 4126, projections: x = 994.65, y = 259.58.
15791. camidx = 6, ptidx = 4127, projections: x = -334.09, y = -34.38.
15792. camidx = 7, ptidx = 4127, projections: x = 313.07, y = 277.34.
15793. camidx = 6, ptidx = 4128, projections: x = -810.64, y = 132.55.
15794. camidx = 7, ptidx = 4128, projections: x = 130.84, y = 324.89.
15795. camidx = 9, ptidx = 4128, projections: x = -450.85, y = 191.65.
15796. camidx = 6, ptidx = 4129, projections: x = 328.88, y = -231.4.
15797. camidx = 8, ptidx = 4129, projections: x = 623.18, y = -56.28.
15798. camidx = 16, ptidx = 4129, projections: x = 805.97, y = 307.15.
15799. camidx = 6, ptidx = 4130, projections: x = 918.58, y = -88.63.
15800. camidx = 7, ptidx = 4130, projections: x = 937.66, y = 262.36.
15801. camidx = 6, ptidx = 4131, projections: x = 825.13, y = 38.97.
15802. camidx = 7, ptidx = 4131, projections: x = 897.03, y = 327.6.
15803. camidx = 6, ptidx = 4132, projections: x = 42.59, y = -92.09.
15804. camidx = 8, ptidx = 4132, projections: x = 41.51, y = 71.32.
15805. camidx = 6, ptidx = 4133, projections: x = 54.16, y = -60.61.
15806. camidx = 8, ptidx = 4133, projections: x = 56.52, y = 114.13.
15807. camidx = 6, ptidx = 4134, projections: x = 781.35, y = -484.34.
15808. camidx = 8, ptidx = 4134, projections: x = 773.19, y = -378.32.
15809. camidx = 6, ptidx = 4135, projections: x = 315.09, y = -160.93.
15810. camidx = 8, ptidx = 4135, projections: x = 603.58, y = 47.36.
15811. camidx = 6, ptidx = 4136, projections: x = 315.09, y = -160.93.
15812. camidx = 8, ptidx = 4136, projections: x = 603.58, y = 47.36.
15813. camidx = 6, ptidx = 4137, projections: x = 312.47, y = -98.89.
15814. camidx = 8, ptidx = 4137, projections: x = 598.7, y = 139.83.
15815. camidx = 6, ptidx = 4138, projections: x = 954.04, y = -95.71.
15816. camidx = 8, ptidx = 4138, projections: x = 933.96, y = 64.69.
15817. camidx = 6, ptidx = 4139, projections: x = 926.64, y = -36.06.
15818. camidx = 7, ptidx = 4139, projections: x = 942.92, y = 287.99.
15819. camidx = 8, ptidx = 4139, projections: x = 911.5, y = 131.48.
15820. camidx = 12, ptidx = 4139, projections: x = -187.88, y = -555.9.
15821. camidx = 17, ptidx = 4139, projections: x = -866.12, y = 340.93.
15822. camidx = 6, ptidx = 4140, projections: x = 969.88, y = 105.33.
15823. camidx = 8, ptidx = 4140, projections: x = 947.37, y = 292.06.
15824. camidx = 6, ptidx = 4141, projections: x = 988.14, y = 218.68.
15825. camidx = 8, ptidx = 4141, projections: x = 967.15, y = 422.31.
15826. camidx = 6, ptidx = 4142, projections: x = -550.42, y = 556.22.
15827. camidx = 8, ptidx = 4142, projections: x = -766.8, y = 724.5.
15828. camidx = 6, ptidx = 4143, projections: x = 275.16, y = -247.69.
15829. camidx = 8, ptidx = 4143, projections: x = 518.78, y = -86.16.
15830. camidx = 6, ptidx = 4144, projections: x = 912.32, y = -224.29.
15831. camidx = 8, ptidx = 4144, projections: x = 898.42, y = -80.92.
15832. camidx = 6, ptidx = 4145, projections: x = 272.22, y = -200.01.
15833. camidx = 8, ptidx = 4145, projections: x = 513.48, y = -18.43.
15834. camidx = 6, ptidx = 4146, projections: x = 340.45, y = -164.53.
15835. camidx = 8, ptidx = 4146, projections: x = 640.53, y = 43.77.
15836. camidx = 6, ptidx = 4147, projections: x = 958.52, y = -117.56.
15837. camidx = 7, ptidx = 4147, projections: x = 953.76, y = 246.49.
15838. camidx = 8, ptidx = 4147, projections: x = 937.07, y = 36.22.
15839. camidx = 12, ptidx = 4147, projections: x = -178.15, y = -597.56.
15840. camidx = 6, ptidx = 4148, projections: x = 923.97, y = -96.32.
15841. camidx = 8, ptidx = 4148, projections: x = 904.58, y = 63.64.
15842. camidx = 6, ptidx = 4149, projections: x = 74.23, y = -90.64.
15843. camidx = 8, ptidx = 4149, projections: x = 91.84, y = 80.52.
15844. camidx = 6, ptidx = 4150, projections: x = -168.18, y = -51.79.
15845. camidx = 8, ptidx = 4150, projections: x = -267.81, y = 91.46.
15846. camidx = 6, ptidx = 4151, projections: x = 991.24, y = 105.88.
15847. camidx = 7, ptidx = 4151, projections: x = 971.2, y = 355.42.
15848. camidx = 8, ptidx = 4151, projections: x = 968.39, y = 293.02.
15849. camidx = 17, ptidx = 4151, projections: x = -795.03, y = 495.57.
15850. camidx = 6, ptidx = 4152, projections: x = 271.84, y = -273.
15851. camidx = 8, ptidx = 4152, projections: x = 516.44, y = -122.14.
15852. camidx = 6, ptidx = 4153, projections: x = 272.33, y = -112.12.
15853. camidx = 8, ptidx = 4153, projections: x = 510.44, y = 107.21.
15854. camidx = 6, ptidx = 4154, projections: x = 268.51, y = -104.28.
15855. camidx = 8, ptidx = 4154, projections: x = 503.69, y = 118.91.
15856. camidx = 16, ptidx = 4154, projections: x = 758.47, y = 380.59.
15857. camidx = 6, ptidx = 4155, projections: x = 981.66, y = -95.78.
15858. camidx = 8, ptidx = 4155, projections: x = 963.71, y = 65.49.
15859. camidx = 12, ptidx = 4155, projections: x = -165.9, y = -584.18.
15860. camidx = 17, ptidx = 4155, projections: x = -804.18, y = 270.08.
15861. camidx = 18, ptidx = 4155, projections: x = 76.15, y = -52.42.
15862. camidx = 6, ptidx = 4156, projections: x = 932.43, y = -91.58.
15863. camidx = 8, ptidx = 4156, projections: x = 912.26, y = 68.37.
15864. camidx = 17, ptidx = 4156, projections: x = -856.28, y = 275.33.
15865. camidx = 6, ptidx = 4157, projections: x = 970.63, y = -90.99.
15866. camidx = 8, ptidx = 4157, projections: x = 952.36, y = 70.33.
15867. camidx = 6, ptidx = 4158, projections: x = 193.95, y = -84.54.
15868. camidx = 8, ptidx = 4158, projections: x = 309.38, y = 115.08.
15869. camidx = 6, ptidx = 4159, projections: x = 801.11, y = -4.89002.
15870. camidx = 8, ptidx = 4159, projections: x = 788.63, y = 167.21.
15871. camidx = 6, ptidx = 4160, projections: x = -28.82, y = 91.85.
15872. camidx = 8, ptidx = 4160, projections: x = -84.01, y = 286.93.
15873. camidx = 6, ptidx = 4161, projections: x = 957.89, y = 104.49.
15874. camidx = 8, ptidx = 4161, projections: x = 933.78, y = 291.12.
15875. camidx = 6, ptidx = 4162, projections: x = -694.5, y = 253.07.
15876. camidx = 8, ptidx = 4162, projections: x = -906.26, y = 370.39.
15877. camidx = 6, ptidx = 4163, projections: x = 182.99, y = -370.98.
15878. camidx = 8, ptidx = 4163, projections: x = 278.89, y = -269.33.
15879. camidx = 6, ptidx = 4164, projections: x = 80.61, y = -193.07.
15880. camidx = 8, ptidx = 4164, projections: x = 106.86, y = -49.58.
15881. camidx = 6, ptidx = 4165, projections: x = 137.94, y = -175.25.
15882. camidx = 8, ptidx = 4165, projections: x = 197.89, y = -18.77.
15883. camidx = 6, ptidx = 4166, projections: x = -96.99, y = -173.05.
15884. camidx = 8, ptidx = 4166, projections: x = -163.88, y = -46.09.
15885. camidx = 6, ptidx = 4167, projections: x = 699.15, y = -129.2.
15886. camidx = 8, ptidx = 4167, projections: x = 722.71, y = 30.66.
15887. camidx = 6, ptidx = 4168, projections: x = 268.27, y = -112.12.
15888. camidx = 8, ptidx = 4168, projections: x = 503.92, y = 107.29.
15889. camidx = 6, ptidx = 4169, projections: x = 921.67, y = -92.
15890. camidx = 8, ptidx = 4169, projections: x = 902.6, y = 68.04.
15891. camidx = 6, ptidx = 4170, projections: x = -131.52, y = -82.92.
15892. camidx = 8, ptidx = 4170, projections: x = -212.16, y = 60.85.
15893. camidx = 6, ptidx = 4171, projections: x = -168.65, y = -70.38.
15894. camidx = 8, ptidx = 4171, projections: x = -264.13, y = 70.85.
15895. camidx = 6, ptidx = 4172, projections: x = 15.53, y = 14.86.
15896. camidx = 8, ptidx = 4172, projections: x = -7.84998, y = 203.01.
15897. camidx = 6, ptidx = 4173, projections: x = -12.63, y = 84.51.
15898. camidx = 8, ptidx = 4173, projections: x = -60.14, y = 279.68.
15899. camidx = 6, ptidx = 4174, projections: x = -21.65, y = 86.07.
15900. camidx = 8, ptidx = 4174, projections: x = -72.02, y = 281.35.
15901. camidx = 6, ptidx = 4175, projections: x = 812.21, y = 218.37.
15902. camidx = 8, ptidx = 4175, projections: x = 790.42, y = 422.79.
15903. camidx = 6, ptidx = 4176, projections: x = -114.59, y = 240.08.
15904. camidx = 8, ptidx = 4176, projections: x = -209.32, y = 452.09.
15905. camidx = 6, ptidx = 4177, projections: x = -224.87, y = 299.11.
15906. camidx = 8, ptidx = 4177, projections: x = -344.43, y = 519.43.
15907. camidx = 6, ptidx = 4178, projections: x = -763.99, y = 337.07.
15908. camidx = 8, ptidx = 4178, projections: x = -986.39, y = 456.05.
15909. camidx = 6, ptidx = 4179, projections: x = 269.7, y = -269.78.
15910. camidx = 8, ptidx = 4179, projections: x = 513, y = -117.65.
15911. camidx = 6, ptidx = 4180, projections: x = -23.65, y = -192.93.
15912. camidx = 8, ptidx = 4180, projections: x = -57.05, y = -61.98.
15913. camidx = 6, ptidx = 4181, projections: x = 309.65, y = -171.49.
15914. camidx = 8, ptidx = 4181, projections: x = 596.17, y = 31.92.
15915. camidx = 6, ptidx = 4182, projections: x = -99.35, y = -129.14.
15916. camidx = 8, ptidx = 4182, projections: x = -164.49, y = 8.33002.
15917. camidx = 6, ptidx = 4183, projections: x = 261.36, y = -76.23.
15918. camidx = 8, ptidx = 4183, projections: x = 492.25, y = 159.79.
15919. camidx = 6, ptidx = 4184, projections: x = 181.9, y = -68.36.
15920. camidx = 8, ptidx = 4184, projections: x = 292.88, y = 137.27.
15921. camidx = 6, ptidx = 4185, projections: x = -172.56, y = -51.71.
15922. camidx = 8, ptidx = 4185, projections: x = -273.12, y = 89.88.
15923. camidx = 6, ptidx = 4186, projections: x = -32.95, y = -14.55.
15924. camidx = 8, ptidx = 4186, projections: x = -80.48, y = 155.13.
15925. camidx = 6, ptidx = 4187, projections: x = -31.49, y = 63.5.
15926. camidx = 8, ptidx = 4187, projections: x = -83.72, y = 252.07.
15927. camidx = 6, ptidx = 4188, projections: x = -83.9, y = 80.07.
15928. camidx = 8, ptidx = 4188, projections: x = -156.85, y = 264.33.
15929. camidx = 6, ptidx = 4189, projections: x = -83.9, y = 80.07.
15930. camidx = 8, ptidx = 4189, projections: x = -156.85, y = 264.33.
15931. camidx = 6, ptidx = 4190, projections: x = -100.12, y = 139.35.
15932. camidx = 8, ptidx = 4190, projections: x = -184.01, y = 333.29.
15933. camidx = 6, ptidx = 4191, projections: x = 948.81, y = 198.7.
15934. camidx = 8, ptidx = 4191, projections: x = 927.5, y = 399.79.
15935. camidx = 6, ptidx = 4192, projections: x = -96.99, y = 208.94.
